classification,price_provenance,network,payload_family,payload_kib,scenario_id,l1_base_fee_wei,l1_blob_base_fee_wei,l2_base_fee_wei,op_l1_base_fee_scalar,op_l1_blob_fee_scalar,op_da_footprint_gas_scalar,arbitrum_price_per_unit_wei,scroll_exec_scalar,scroll_blob_scalar,estimator_status,fastlz_size_bytes,op_estimated_size_scaled,op_da_footprint_gas,execution_fee_wei,l1_data_fee_wei,operator_fee_wei,total_fee_wei
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,128,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,104995600000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,160,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,131142200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,seeded-incompressible,210,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,171933000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,80,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,65956000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,90,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,74148000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,110,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,90532000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-30gwei-blob-1wei,30000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-30gwei-blob-10wei,30000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-30gwei-blob-100wei,30000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-100gwei-blob-1wei,100000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-100gwei-blob-10wei,100000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,116,l1-100gwei-blob-100wei,100000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,95447200000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,120,l1-1gwei-blob-1wei,1000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98724000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,120,l1-1gwei-blob-10wei,1000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98724000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,120,l1-1gwei-blob-100wei,1000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98724000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,120,l1-10gwei-blob-1wei,10000000000,1,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98724000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,120,l1-10gwei-blob-10wei,10000000000,10,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98724000000000,,,
PROJECTION,SYNTHETIC_OFFLINE_INPUT_NOT_LIVE,arbitrum-one,repeated,120,l1-10gwei-blob-100wei,10000000000,100,20000000,1000000,1000000,400,1000000000,1000000000,1000000000,NOT_EVALUATED_MISSING_PINNED_NITRO_BROTLI_LEVEL_1_EXECUTABLE,,,,98724000000000,,,
